SA_RUN_METADATA
initial_state,
step_size,0.3
temperature,2
iterations,300
bounds,"[(0.0, 1000.0), (0.0, 1000.0)]"

iteration,temperature,current_eval,current_solution,best_eval,best_solution
actual_initial_state,"[503.9650814502086, 1.8344893848013522]"
0,2.0,2.5089117498814124,"[383.1581584357042, 2.3675836426184014]",2.5089117498814124,"[503.9650814502086, 1.8344893848013522]"
1,1.9933333333333334,2.5089117498814124,"[351.10080510496067, 1.9858463130076474]",2.5089117498814124,"[503.9650814502086, 1.8344893848013522]"
2,1.9866666666666666,2.5089117498814124,"[415.87457183281106, 2.020171812200978]",2.5089117498814124,"[503.9650814502086, 1.8344893848013522]"
3,1.98,2.5089117498814124,"[421.1965997168362, 2.4768626083189216]",2.5089117498814124,"[503.9650814502086, 1.8344893848013522]"
4,1.9733333333333334,2.5089117498814124,"[469.6998465148677, 3.2431516561522717]",2.5089117498814124,"[503.9650814502086, 1.8344893848013522]"
5,1.9666666666666666,2.5089117498814124,"[376.24074463770387, 3.643997167338504]",2.5089117498814124,"[503.9650814502086, 1.8344893848013522]"
6,1.96,2.5089117498814124,"[369.78060458904775, 4.298439187471112]",2.5089117498814124,"[503.9650814502086, 1.8344893848013522]"
7,1.9533333333333334,2.5089117498814124,"[302.2578499934177, 3.7499283504380667]",2.5089117498814124,"[503.9650814502086, 1.8344893848013522]"
8,1.9466666666666668,2.5089117498814124,"[243.72880007840274, 3.3987468328240222]",2.5089117498814124,"[503.9650814502086, 1.8344893848013522]"
9,1.94,2.5089117498814124,"[201.40478464307165, 4.185886771625304]",2.5089117498814124,"[503.9650814502086, 1.8344893848013522]"
10,1.9333333333333333,2.5089117498814124,"[159.9333991095623, 4.137204795493027]",2.5089117498814124,"[503.9650814502086, 1.8344893848013522]"
11,1.9266666666666667,2.5089117498814124,"[195.43461231263552, 3.7918711445510374]",2.5089117498814124,"[503.9650814502086, 1.8344893848013522]"
12,1.92,2.5089117498814124,"[233.49200926662394, 4.248615846685808]",2.5089117498814124,"[503.9650814502086, 1.8344893848013522]"
13,1.9133333333333333,2.5089117498814124,"[194.87387554557034, 3.6038242501910025]",2.5089117498814124,"[503.9650814502086, 1.8344893848013522]"
14,1.9066666666666667,2.5089117498814124,"[157.808508142096, 4.169295787157916]",2.5089117498814124,"[503.9650814502086, 1.8344893848013522]"
15,1.9,2.5089117498814124,"[125.21508788795528, 3.422200748899856]",2.5089117498814124,"[503.9650814502086, 1.8344893848013522]"
16,1.8933333333333333,2.5089117498814124,"[152.8378121383716, 2.7141875208093946]",2.5089117498814124,"[503.9650814502086, 1.8344893848013522]"
17,1.8866666666666667,2.5089117498814124,"[169.87587942448113, 2.4886831838660015]",2.5089117498814124,"[503.9650814502086, 1.8344893848013522]"
18,1.88,2.5089117498814124,"[137.9921309228999, 2.169077668982529]",2.5089117498814124,"[503.9650814502086, 1.8344893848013522]"
19,1.8733333333333333,2.5089117498814124,"[128.01313665123408, 2.6182097078070585]",2.5089117498814124,"[503.9650814502086, 1.8344893848013522]"
20,1.8666666666666667,2.5089117498814124,"[140.68624850935214, 2.7670424012556394]",2.5089117498814124,"[503.9650814502086, 1.8344893848013522]"
21,1.8599999999999999,2.5089117498814124,"[169.58534821083873, 2.2395137921026085]",2.5089117498814124,"[503.9650814502086, 1.8344893848013522]"
22,1.8533333333333333,2.5089117498814124,"[138.68075808630442, 2.1864955467804847]",2.5089117498814124,"[503.9650814502086, 1.8344893848013522]"
23,1.8466666666666667,2.5089117498814124,"[118.24189548579483, 2.350804501020314]",2.5089117498814124,"[503.9650814502086, 1.8344893848013522]"
24,1.84,2.5089117498814124,"[115.06301116910788, 2.5284860887611478]",2.5089117498814124,"[503.9650814502086, 1.8344893848013522]"
25,1.8333333333333333,2.5089117498814124,"[145.7981546479611, 3.3153776527690746]",2.5089117498814124,"[503.9650814502086, 1.8344893848013522]"
26,1.8266666666666667,2.5089117498814124,"[182.51513344752377, 2.6524375683213197]",2.5089117498814124,"[503.9650814502086, 1.8344893848013522]"
27,1.82,2.5089117498814124,"[159.69382704582856, 2.8099140955121733]",2.5089117498814124,"[503.9650814502086, 1.8344893848013522]"
28,1.8133333333333332,2.5089117498814124,"[145.49499463274591, 2.4098691909329597]",2.5089117498814124,"[503.9650814502086, 1.8344893848013522]"
29,1.8066666666666666,2.5089117498814124,"[173.14024182946574, 2.416636209141842]",2.5089117498814124,"[503.9650814502086, 1.8344893848013522]"
30,1.8,2.5089117498814124,"[134.31809635191271, 2.1463216789116375]",2.5089117498814124,"[503.9650814502086, 1.8344893848013522]"
31,1.7933333333333334,2.5089117498814124,"[107.815147118938, 2.1144526996535418]",2.5089117498814124,"[503.9650814502086, 1.8344893848013522]"
32,1.7866666666666666,2.5089117498814124,"[129.66430152934095, 2.162410281471612]",2.5089117498814124,"[503.9650814502086, 1.8344893848013522]"
33,1.78,2.5089117498814124,"[129.3742619759727, 2.0038258685463934]",2.5089117498814124,"[503.9650814502086, 1.8344893848013522]"
34,1.7733333333333334,2.5089117498814124,"[127.67902282834049, 2.5707150803809005]",2.5089117498814124,"[503.9650814502086, 1.8344893848013522]"
35,1.7666666666666666,2.5089117498814124,"[111.55528365299651, 2.121226223600768]",2.5089117498814124,"[503.9650814502086, 1.8344893848013522]"
36,1.76,2.5089117498814124,"[138.77875336017323, 1.7024184898113122]",2.5089117498814124,"[503.9650814502086, 1.8344893848013522]"
37,1.7533333333333334,2.5089117498814124,"[111.40165802483254, 1.6857759968838644]",2.5089117498814124,"[503.9650814502086, 1.8344893848013522]"
38,1.7466666666666666,2.5089117498814124,"[130.00298760148326, 1.6849048685052523]",2.5089117498814124,"[503.9650814502086, 1.8344893848013522]"
39,1.74,2.5089117498814124,"[118.18571932721771, 1.3245571185445553]",2.5089117498814124,"[503.9650814502086, 1.8344893848013522]"
40,1.7333333333333334,2.5089117498814124,"[149.15850618344376, 1.6252442574153427]",2.5089117498814124,"[503.9650814502086, 1.8344893848013522]"
41,1.7266666666666666,2.5089117498814124,"[117.22784873301117, 1.8535315298137267]",2.5089117498814124,"[503.9650814502086, 1.8344893848013522]"
